gene_id	n_tissues_used	n_isoforms	dominant_isoform_switch_range	isoform_entropy_range	log1p_gene_expr_range	median_gene_tpm
ENSG00000011478	52	3	0.4015975109396748	0.6487950597342425	1.9175617230535402	4.86
ENSG00000011485	54	3	0.4173164629749425	0.6632966187923618	2.5613764311625937	25.95
ENSG00000011523	52	3	0.36046511627906974	0.7130119778004381	1.7859285489172618	7.1274999999999995
ENSG00000011566	53	8	0.31328093847979754	0.6430555552278006	1.967503719234248	11.48
ENSG00000011600	53	7	0.2884719566831293	0.8472537654709453	5.800818111890549	24.92
ENSG00000011638	52	9	0.3958664546899842	1.0134153961318564	3.6937761216444054	22.5775
ENSG00000011677	12	4	0.0	0.0	1.9065540171192397	4.045
ENSG00000012048	35	26	0.391842995992495	0.8934196175336908	2.235952878341068	1.59
ENSG00000012061	54	15	0.20859209225334113	0.4768315097814684	1.9825135483183547	44.66
ENSG00000012124	32	27	0.3272756256974335	1.0296109741082935	4.555810350034927	5.17
ENSG00000012171	52	8	0.3181350312172329	0.5282562063193708	4.500506291047849	23.6900005425
ENSG00000012174	53	3	0.04542680612929251	0.17822185871186827	1.7014247259360096	3.9050001
ENSG00000012211	41	5	0.22229882923854105	0.2702318893551552	1.5187586316711066	5.7250002
ENSG00000012223	21	8	0.39865906757975755	0.8604266823240116	5.855968548946493	6.265
ENSG00000012232	54	12	0.21671597633136097	0.6663430348169346	1.6280615616768792	8.1250005
ENSG00000012504	8	9	0.4150604307480811	0.7657778480847995	2.777587994532479	13.00000024
ENSG00000012660	54	7	0.22046210750229112	0.46163666218969907	3.1131524315868697	28.4625
ENSG00000012779	53	7	0.23628069513223676	0.41223374728329465	4.25814997727519	10.41
ENSG00000012817	48	6	0.449811709853851	0.6050322946877872	2.5388651222136254	11.8875001
ENSG00000012822	54	15	0.23177964241622012	0.5569269306121654	2.3410294839346353	82.415
ENSG00000012963	54	7	0.3442962962962963	0.8431798082671629	3.1900968603181576	11.120000000000001
ENSG00000012983	53	5	0.009211872404784716	0.052347773055348046	2.2849823901297084	13.65
ENSG00000013016	50	1	0.0	0.0	2.889637273838173	5.720000000000001
